fdcId,description,dataType,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g
2147992,100% PURE RAW & UNFILTERED CALIFORNIA HONEY,Branded,333,0,85.7,0,,
2302779,100% PURE RAW & UNFILTERED FLORIDA HONEY,Branded,333,0,85.7,0,,
2545444,100% PURE RAW & UNFILTERED FLORIDA HONEY,Branded,333,0,85.7,0,,
1935901,100% PURE RAW & UNFILTERED HONEY,Branded,286,0,81,0,,
2120458,100% PURE RAW & UNFILTERED HONEY,Branded,333,0,85.7,0,,
2120459,100% PURE RAW & UNFILTERED HONEY,Branded,333,0,85.7,0,,
2115170,100% PURE RAW & UNFILTERED HONEY,Branded,286,0,81,0,,
2430887,100% PURE RAW & UNFILTERED HONEY,Branded,310,0,81,0,0,
1950627,100% PURE RAW & UNFILTERED HONEY,Branded,300,0,80,0,,
1933564,100% PURE RAW & UNFILTERED HONEY,Branded,286,0,81,0,,
2147988,100% PURE RAW & UNFILTERED HONEY,Branded,357,0,85.7,0,,
2147983,100% PURE RAW & UNFILTERED HONEY AND COMB,Branded,333,0,85.7,0,,
1931997,100% PURE RAW & UNFILTERED HONEY COMB,Branded,286,0,81,0,,
1983471,"100% PURE RAW & UNFILTERED HONEY CRYSTALS, WILDFLOWER",Branded,1500,0,400,0,0,
1952354,100% PURE RAW & UNFILTERED HONEY PACKETS,Branded,300,0,80,0,,
1889000,"100% PURE RAW & UNFILTERED HONEY STICKS, WILDFLOWER & CEYLON CINNAMON",Branded,291,0,77.3,0,,
1888999,"100% PURE RAW & UNFILTERED HONEY, WILDFLOWER",Branded,291,0,77.3,0,,
2148001,100% PURE RAW & UNFILTERED LOUISIANA HONEY,Branded,333,0,85.7,0,,
2453654,100% PURE RAW & UNFILTERED ORGANIC HONEY,Branded,286,0,81,0,,
2060190,100% PURE RAW HONEY,Branded,286,0,81,0,,
2544725,100% PURE RAW HONEY,Branded,286,0,81,0,,
522902,100% PURE RAW HONEY,Branded,286,0,81,0,,
2119633,100% PURE RAW HONEY,Branded,286,0,81,0,,
2109604,100% PURE RAW HONEY,Branded,286,0,81,0,,
2093894,100% PURE RAW HONEY,Branded,286,0,81,0,,
1935745,100% PURE RAW HONEY,Branded,286,0,81,0,,
2060198,100% PURE RAW HONEY,Branded,286,0,81,0,,
2033979,100% PURE RAW HONEY,Branded,286,0,81,0,,
2116427,100% PURE RAW HONEY,Branded,286,0,81,0,,
2127792,100% PURE RAW HONEY,Branded,286,0,81,0,,
2112274,100% PURE RAW HONEY,Branded,286,0,81,0,,
2432012,100% PURE RAW UNFILTERED HONEY,Branded,286,0,81,0,0,
2641804,100% PURE REFINED COCONUT OIL,Branded,857,0,0,100,0,
2406538,100% PURE REFINED COCONUT OIL,Branded,857,0,0,100,0,
2244874,100% PURE REFINED COCONUT OIL,Branded,857,0,0,100,,
2104658,100% PURE REFINED COCONUT OIL,Branded,857,0,0,100,,
2419569,100% PURE ROASTED PEANUT OIL,Branded,867,0,0,93.3,,
2281845,100% PURE SAFFLOWER OIL,Branded,857,0,0,100,,
2415493,100% PURE SESAME OIL,Branded,929,0,0,100,,
2084856,100% PURE SESAME OIL,Branded,800,0,0,93.3,,
778930,100% PURE SESAME OIL,Branded,2400,0,0,280,0,
2084843,100% PURE SESAME OIL,Branded,800,0,0,93.3,,
2086283,100% PURE SESAME OIL,Branded,867,0,0,93.3,,
2623642,100% PURE SESAME OIL,Branded,867,0,0,93.3,0,
2623641,100% PURE SESAME OIL,Branded,867,0,0,93.3,0,
2084853,100% PURE SESAME OIL,Branded,827,0,0,92,,
2143596,100% PURE SESAME OIL,Branded,867,0,0,93.3,,
2154842,100% PURE SESAME OIL,Branded,800,0,0,93.3,,
2163734,100% PURE SESAME OIL,Branded,800,0,0,93.3,,
2084848,100% PURE SESAME OIL,Branded,827,0,0,92,0,
2541003,100% PURE SESAME OIL,Branded,929,0,0,100,,
2083260,100% PURE SESAME OIL,Branded,1110,0,0,86.7,,
2271601,100% PURE SESAME OIL,Branded,800,0,0,93.3,,
2157267,100% PURE SESAME PASTE,Branded,1830,50,66.7,150,16.7,
2157268,100% PURE SESAME PASTE,Branded,1830,50,66.7,150,16.7,
2113902,100% PURE SESAME TAHINI,Branded,643,25,17.9,53.6,14.3,
2113903,100% PURE SESAME TAHINI,Branded,643,25,17.9,53.6,14.3,
2033805,100% PURE SHEEP'S MILK CRUMBLES,Branded,286,14.3,0,21.4,0,
2340189,100% PURE SOLID PACKED PUMPKIN,Branded,33,0.83,8.33,0,2.5,
1030833,100% PURE SOLUBLE BLACK COFFEE SACHETS,Branded,250,0,50,0,,
2172724,100% PURE SOUTHEAST RAW & UNFILTERED HONEY,Branded,333,0,85.7,0,,
2130113,100% PURE SPICES PREMIUM ALL PURPOSE SEASONING,Branded,0,0,0,0,,
2128679,"100% PURE SPICES PREMIUM CAJUN SEASONING, CAJUN",Branded,0,0,0,0,,
1626771,100% PURE SQUEEZED JUICE,Branded,42,0.42,10.4,0,,
2076946,"100% PURE SQUEEZED JUICE, TANGERINE",Branded,45,0.65,10.3,0.16,0.3,
2248696,100% PURE SUNFLOWER OIL,Branded,867,0,0,93.3,,
2175648,100% PURE SYRUP,Branded,360,0,83.3,0,,
2126073,"100% PURE TART CHERRY JUICE FROM CONCENTRATE, TART CHERRY",Branded,58,0,14.6,0,,
2060196,100% PURE TEXAS RAW HONEY ,Branded,286,0,81,0,,
1853814,100% PURE U.S. HONEY,Branded,286,0,81,0,,
2013346,100% PURE U.S. HONEY,Branded,286,0,81,0,,
2612083,100% PURE UNREFINED COLD PRESSED GRAPESEED OIL,Branded,800,0,0,86.7,,
1947389,"100% PURE UNSWEETENED CRANBERRY JUICE FROM CONCENTRATE, CRANBERRY",Branded,25,0,7.5,0,,
2031498,100% PURE VEGETABLE COOKING OIL,Branded,857,0,0,100,,
2072260,100% PURE VEGETABLE OIL,Branded,857,0,0,100,0,
2032907,100% PURE VEGETABLE OIL,Branded,857,0,0,100,,
2433523,100% PURE VEGETABLE OIL,Branded,857,0,0,100,0,
2103883,100% PURE VEGETABLE OIL,Branded,857,0,0,100,,
2056074,100% PURE VEGETABLE OIL,Branded,857,0,,100,,
2247760,100% PURE VEGETABLE OIL,Branded,857,0,0,100,,
2058541,100% PURE VEGETABLE OIL,Branded,857,0,0,100,0,
2168753,100% PURE VEGETABLE OIL,Branded,929,0,0,100,,
2177213,100% PURE VEGETABLE OIL,Branded,857,0,0,100,,
2112220,100% PURE VEGETABLE OIL,Branded,857,0,0,100,,
2012939,100% PURE VEGETABLE OIL,Branded,857,0,0,100,,
2437382,100% PURE VEGETABLE OIL,Branded,857,0,0,100,0,
2106044,100% PURE VEGETABLE OIL,Branded,857,0,0,100,,
2250850,100% PURE VEGETABLE OIL,Branded,857,0,0,100,0,
2118755,100% PURE VEGETABLE OIL,Branded,857,0,0,100,,
2484164,100% PURE VEGETABLE OIL,Branded,857,0,0,100,,
2094824,100% PURE VEGETABLE OIL,Branded,857,0,0,100,,
2110737,100% PURE VEGETABLE OIL,Branded,857,0,0,100,,
2009782,100% PURE VEGETABLE OIL,Branded,857,0,0,100,,
2143885,100% PURE VEGETABLE OIL,Branded,857,0,,100,,
2110998,100% PURE VEGETABLE OIL,Branded,857,0,0,100,,
2249413,100% PURE VEGETABLE OIL,Branded,857,0,0,100,,
2299565,100% PURE VEGETABLE OIL,Branded,857,0,0,100,,
2167998,100% PURE VEGETABLE OIL,Branded,857,0,0,100,,
2125622,100% PURE VEGETABLE OIL,Branded,857,0,0,100,0,
2130740,100% PURE VEGETABLE OIL,Branded,857,0,0,100,,
2024402,100% PURE VEGETABLE OIL,Branded,857,0,0,100,,
2102035,100% PURE VEGETABLE OIL,Branded,857,0,0,100,0,
2104124,100% PURE VEGETABLE OIL,Branded,857,0,0,100,,
1906035,100% PURE VEGETABLE OIL,Branded,857,0,0,100,,
2080606,100% PURE VEGETABLE OIL,Branded,857,0,0,100,,
2055260,100% PURE VEGETABLE OIL,Branded,857,0,0,100,,
2290082,100% PURE VEGETABLE OIL,Branded,929,0,0,100,0,
2143849,100% PURE VEGETABLE OIL,Branded,857,0,,100,,
2118995,100% PURE VEGETABLE OIL,Branded,857,0,0,100,,
2118997,100% PURE VEGETABLE OIL,Branded,857,0,0,100,,
2543340,100% PURE VEGETABLE OIL,Branded,857,0,0,100,,
2102868,100% PURE VEGETABLE OIL,Branded,857,0,0,100,0,
2247734,100% PURE VEGETABLE OIL,Branded,857,0,0,100,,
2433519,100% PURE VEGETABLE OIL,Branded,857,0,0,100,0,
2055257,100% PURE VEGETABLE OIL,Branded,857,0,0,100,,
2034292,100% PURE VEGETABLE OIL,Branded,857,0,0,100,,
2072261,100% PURE VEGETABLE OIL,Branded,857,0,0,100,0,
2541063,100% PURE VEGETABLE OIL,Branded,857,0,0,100,,
2115463,100% PURE VEGETABLE OIL,Branded,857,0,0,100,,
2118768,100% PURE VEGETABLE OIL,Branded,857,0,0,100,,
2583410,100% PURE VEGETABLE OIL,Branded,867,0,0,93.3,,
2072259,100% PURE VEGETABLE OIL,Branded,857,0,0,100,0,
2034330,100% PURE VEGETABLE OIL,Branded,857,0,0,100,,
1906037,100% PURE VEGETABLE OIL,Branded,857,0,0,100,,
1938701,100% PURE VEGETABLE OIL,Branded,857,0,0,100,,
2099635,100% PURE VEGETABLE OIL,Branded,857,0,0,100,,
2143913,100% PURE VEGETABLE OIL,Branded,857,0,,100,,
2417322,100% PURE VEGETABLE OIL,Branded,857,0,0,100,0,
2653887,100% PURE VEGETABLE OIL,Branded,857,0,0,100,,
2169261,100% PURE VEGETABLE OIL,Branded,857,0,0,100,,
2249416,100% PURE VEGETABLE OIL,Branded,857,0,0,100,,
2250537,100% PURE VEGETABLE OIL,Branded,857,0,0,100,,
1853241,100% PURE VEGETABLE SOYBEAN OIL,Branded,857,0,0,100,,
2241170,"100% PURE VERMONT MAPLE ORGANIC SYRUP, VERMONT MAPLE",Branded,333,0,88.3,0,,
2634073,100% PURE VERMONT MAPLE SYRUP,Branded,333,0,88.3,0,0,
2290692,100% PURE VERMONT MAPLE SYRUP,Branded,0,,,,,
2131358,100% PURE VERMONT MAPLE SYRUP,Branded,333,0,88.3,0,0,
2130944,100% PURE VERMONT MAPLE SYRUP,Branded,333,0,88.3,0,0,
2177405,"100% PURE VERMONT MAPLE SYRUP, MAPLE",Branded,333,0,88.3,0,,
2177677,"100% PURE VERMONT MAPLE SYRUP, MAPLE",Branded,333,0,88.3,0,,
2177678,"100% PURE VERMONT MAPLE SYRUP, MAPLE",Branded,333,0,88.3,0,,
2329757,"100% PURE VERMONT MAPLE SYRUP, MAPLE",Branded,350,0,88.3,0,,
2069433,"100% PURE VERMONT MAPLE SYRUP, MAPLE",Branded,333,0,88.3,0,0,
2177679,"100% PURE VERMONT MAPLE SYRUP, MAPLE",Branded,333,0,88.3,0,,
2069434,"100% PURE VERMONT MAPLE SYRUP, MAPLE",Branded,333,0,88.3,0,0,
2177401,"100% PURE VERMONT MAPLE SYRUP, MAPLE",Branded,333,0,88.3,0,,
1965156,"100% PURE VERMONT MAPLE SYRUP, MAPLE",Branded,350,0,88.3,0,,
2138292,"100% PURE VERMONT MAPLE SYRUP, MAPLE",Branded,333,0,88.3,0,,
2063792,"100% PURE VERMONT MAPLE SYRUP, MAPLE",Branded,333,0,88.3,0,,
2148024,"100% PURE VERMONT MAPLE SYRUP, MAPLE",Branded,333,0,88.3,0,,
1965155,"100% PURE VERMONT MAPLE SYRUP, MAPLE",Branded,350,0,88.3,0,,
2327586,"100% PURE VERMONT MAPLE SYRUP, MAPLE",Branded,333,0,88.3,0,,
2092993,"100% PURE VERMONT MAPLE SYRUP, MAPLE",Branded,333,0,88.3,0,,
2454158,"100% PURE VERMONT MAPLE SYRUP, PURE VERMONT MAPLE",Branded,333,0,88.3,0,,
2412655,"100% PURE VERMONT MAPLE SYRUP, PURE VERMONT MAPLE",Branded,333,0,88.3,0,0,
2255715,"100% PURE VERMONT MAPLE SYRUP, VERMONT MAPLE",Branded,367,0,90,0,,
2255550,"100% PURE VERMONT MAPLE SYRUP, VERMONT MAPLE",Branded,367,0,90,0,,
2248061,100% PURE VIRGIN COCONUT OIL,Branded,857,0,0,100,,
2453717,100% PURE WATERMELON WATER,Branded,34,0,8.5,0,0,
2178242,100% PURE WEST RAW & UNFILTERED HONEY,Branded,333,0,85.7,0,,
2338415,"100% PURE WHEY PROTEIN POWDER, COOKIES 'N CREAM",Branded,384,67.7,18.1,5.64,0,
2598433,"100% PURE WHITE GRAPE JUICE, GRAPE",Branded,50,0,15.4,0,,
1939640,100% PURE WHITE TEA,Branded,0,0,0,0,,
2104586,"100% PURE WILDFLOWER HONEY, WILDFLOWER",Branded,286,0,81,0,,
1664558,100% PURE WISCONSIN MAPLE SYRUP,Branded,350,0,88.3,0,,
2614523,"100% PURE WITH MANGO COCONUT WATER, MANGO",Branded,21,0,5,0,0,
2131746,"100% PURE, RAW & UNFILTERED HONEY MINIS",Branded,357,0,85.7,0,,
1611147,100% PURE-NATURAL RAW HONEY,Branded,286,0,81,0,,
2079619,"100% PURE-UNSWEETENED PINEAPPLE JUICE FROM CONCENTRATE, PINEAPPLE",Branded,46,0.42,10.8,0,0,
1891678,"100% QUINOA PASTA, CURVO RIGATE",Branded,368,14,70.2,2.63,0,
1891677,"100% QUINOA PASTA, FUSILLI",Branded,368,14,70.2,2.63,0,
2435218,"100% QUINOA SQUARES ORGANIC PUFFED CRACKERS, PINEAPPLE + SPINACH",Branded,400,10,60,15,10,
2083122,"100% RASPBERRY BLUEBERRY FLAVORED BLEND OF APPLE, RASPBERRY, BLUEBERRY, PEAR & PINEAPPLE JUICE CONCENTRATES, RASPBERRY BLUEBERRY",Branded,46,0.42,10.8,0,,
1811670,100% RAW ALMONDS,Branded,533,20,20,46.7,10,
2440412,"100% RAW APPLE STRAWBERRY JUICE, APPLE, STRAWBERRY",Branded,46,0,11.7,0,1,
1977911,100% RAW CLOVER HONEY,Branded,286,0,81,0,0,
2322510,100% RAW HONEY,Branded,286,0,81,0,,
2322507,100% RAW HONEY MESQUITE,Branded,286,0,81,0,,
1872618,"100% RAW HONEY, BASSWOOD",Branded,286,0,81,0,,
2322508,"100% RAW HONEY, BERRY BLOSSOM",Branded,286,0,81,0,,
2322506,"100% RAW HONEY, BLUEBERRY BLOSSOM",Branded,286,0,81,0,,
2322504,"100% RAW HONEY, MOUNTAIN WILDFLOWER",Branded,286,0,81,0,,
2322505,"100% RAW HONEY, SUNFLOWER",Branded,286,0,81,0,,
1872616,"100% RAW HONEY, YELLOW SWEET CLOVER",Branded,286,0,81,0,,
2091487,100% RAW MANUKA HONEY,Branded,305,0,81,0,,
1948399,100% RAW MANUKA HONEY,Branded,300,5,85,0,,
2148211,100% RAW ORGANIC BLUE AGAVE NECTAR,Branded,286,0,76.2,0,0,
2284149,100% RAW ORGANIC CHIA SEEDS,Branded,500,16.7,41.7,29.2,41.7,
2284148,100% RAW ORGANIC COLD MILLED GROUND FLAXSEED,Branded,500,16.7,33.3,33.3,33.3,
2072556,"100% RAW ORGANIC HONEY, ACTIVE BEECHWOOD",Branded,305,0,81,0,,
1899281,"100% RAW ORGANIC HONEY, MANUKA",Branded,305,0,81,0,,
2072551,100% RAW ORGANIC NEW ZEALAND WILD RATA HONEY,Branded,305,0,81,0,,
2432382,"100% RAW ORGANIC POWDER, AGAVE INULIN",Branded,375,0,100,0,100,
2544887,"100% RAW ORGANIC POWDER, EXTRA RICH CACAO",Branded,375,25,50,0,0,
2477366,"100% RAW ORGANIC POWDER, GOJI BERRIES",Branded,333,14.8,55.6,7.41,7.4,
2102864,100% RAW ORGANIC WILD DANDELION HONEY,Branded,305,0,81,0,,
2095943,100% RAW PURE TIACA HONEY,Branded,305,0,81,0,,
2095944,100% RAW PURE ULMO HONEY,Branded,305,0,81,0,,
2366187,"100% RAW UNFILTERED FOREST HONEY, FOREST",Branded,333,0,85.7,0,0,
1989536,100% RAW UNFILTERED HONEY,Branded,286,0,4.76,0,,
2052957,100% RAW WILD DANDELION HONEY,Branded,305,0,81,0,,
2435139,100% REAL BACON BITS,Branded,429,42.9,0,28.6,0,
1920776,"100% REAL BACON BITS, SMOKE",Branded,357,42.9,0,21.4,,
2429456,100% REAL BACON PIECES,Branded,429,42.9,0,28.6,0,
2426619,"100% REAL CHEESE, LIGHT",Branded,238,28.6,0,14.3,0,
2431061,"100% REAL CHEESE, WHITE CHEDDAR",Branded,350,20,0,30,0,
1970407,100% REAL CHOCOLATE,Branded,529,5.88,58.8,35.3,2.9,
2436741,100% REAL COW'S MILK,Branded,62,3.33,5.42,3.33,0,
2063675,100% REAL COW'S MILK,Branded,62,3.33,5.42,3.33,0,
2484668,100% REAL COW'S MILK,Branded,62,3.33,5.42,3.33,0,
511332,100% REAL FRUIT JUICE,Branded,50,0,12.1,0,,
2674089,"100% REAL FRUIT JUICE, APPLE WHITE GRAPE",Branded,54,0,12.9,0,,
1925056,"100% REAL FRUIT JUICE, CHERRY APPLE",Branded,46,0,12.2,0,,
1925107,"100% REAL FRUIT JUICE, FRUIT PUNCH",Branded,46,0,12.2,0,,
1919056,"100% REAL FRUIT MIX! FREEZE DRIED SNACKS, MANGO STRAWBERRY & BANANA",Branded,333,0,88.9,0,11.1,
2100180,100% REAL FRUIT SNACKS,Branded,350,0,80,0,5,
2286080,"100% REAL FRUIT! TINY GUMMIES, APPLE ORANGE CARROT & GOJI",Branded,321,0,78.6,0,7.1,
2028616,"100% REAL ICE CREAM, BIRTHDAY CAKE, BIRTHDAY CAKE",Branded,231,3.08,32.3,10.8,0,
1871118,"100% REAL ICE CREAM, BUTTER PECAN",Branded,235,2.94,22.1,14.7,0,
1865120,"100% REAL ICE CREAM, CHOCOLATE",Branded,200,3.08,24.6,10.8,1.5,
1865160,"100% REAL ICE CREAM, COFFEE",Branded,206,2.94,23.5,10.3,0,
1871112,"100% REAL ICE CREAM, FANNIE MAY MINT MELTAWAY",Branded,250,2.94,26.5,14.7,1.5,
1865115,"100% REAL ICE CREAM, HEAVENLY HASH",Branded,215,3.08,27.7,10.8,0,
1864483,"100% REAL ICE CREAM, STRAWBERRY",Branded,185,3.08,24.6,7.69,0,
2432440,"100% REAL JUICE, APPLE PINEAPPLE",Branded,34,0,9.04,0,,
2474557,"100% REAL JUICE, CUCUMBER, APPLE, CELERY, KALE, MINT, AND OTHER VEGETABLE JUICES",Branded,14,0.28,3.38,0,0,
2246942,100% REAL MASHED POTATOES,Branded,368,10.5,79,0,5.3,
2064232,100% REAL MASHED POTATOES,Branded,368,10.5,79,0,5.3,
2025405,100% REAL MAYONNAISE,Branded,714,0,0,78.6,0,
2436324,100% REAL POTATO FRENCH FRIES,Branded,500,3.33,56.7,30,6.7,
1871108,"100% REAL PREMIUM ICE CREAM, CHOCOLATE",Branded,191,4.41,25,10.3,1.5,
2193426,"100% REAL STRAWBERRIES CHEWY GRANOLA BARS, 100% REAL STRAWBERRIES",Branded,419,6.45,67.7,12.9,3.2,
2583636,"100% REAL STRAWBERRIES CHEWY GRANOLA BARS, STRAWBERRIES",Branded,419,6.45,67.7,12.9,3.2,
2087958,100% REAL SUGAR GOURMET SODA CRAFTED IN WISCONSIN,Branded,54,0,13.5,0,,
2408940,"100% RECONSTITUTED LEMON JUICE, LEMON",Branded,0,0,0,0,,
2047764,"100% RECONSTITUTED LEMON JUICE, LEMON",Branded,0,0,0,0,,
2044056,"100% RECONSTITUTED LEMON JUICE, LEMON",Branded,0,0,0,0,,
2045825,"100% RECONSTITUTED LIME JUICE, LIME",Branded,0,0,0,0,,
2423012,"100% RED GRAPE JUICE, RED GRAPE",Branded,58,0.42,16.2,0,,
2596935,100% RED LENTIL FUSILLI PASTA,Branded,357,26.8,60.7,1.79,17.9,
2084724,"100% RED RASPBERRY FLAVORED APPLE JUICE BLEND FROM CONCENTRATE, RED RASPBERRY",Branded,50,0,12.1,0,,
2403147,"100% RED TART CHERRY AN APPLE AND CHERRY JUICE BLEND FROM CONCENTRATE, RED TART CHERRY",Branded,50,0,12.1,0,0.4,
1909450,100% RED TART CHERRY JUICE,Branded,54,0.83,12.9,0,0,
2034216,100% ROASTED COCOA BEANS POWDER FOR BAKING & DRINKING,Branded,400,20,60,0,40,
2106979,100% ROLLED QUICK OATS,Branded,375,12.5,67.5,6.25,10,
2100558,100% ROLLED QUICK OATS,Branded,375,12.5,67.5,6.25,10,
2038676,"100% RUBY RED BLEND OF 3 JUICES FROM CONCENTRATE WITH ADDED INGREDIENTS, RUBY RED",Branded,46,0.42,10.8,0,,
2406500,"100% RUBY RED GRAPEFRUIT JUICE, RUBY RED",Branded,42,0.42,10,0,0,
2265296,"100% RUBY RED GRAPEFRUIT JUICE, RUBY RED GRAPEFRUIT",Branded,42,0.42,10,0,,
2253838,"100% RUBY RED GRAPEFRUIT JUICE, RUBY RED GRAPEFRUIT",Branded,42,0.42,10,0,,
2406364,100% RUSSET INSTANT MASHED POTATOES,Branded,368,5.26,79,0,5.3,
2406355,100% RUSSET JULIENNE POTATOES IN A CREAMY CHEESE SAUCE,Branded,357,7.14,78.6,1.79,3.6,
2027596,100% SAFFLOWER OIL,Branded,857,0,0,100,,
491472,100% SAFFLOWER OLI,Branded,800,0,0,93.3,,
2265541,"100% SALSAS, VEGGIE REFRIED BEANS",Branded,113,6.09,18.3,1.74,4.3,
2026334,100% SANFFLOWER OIL,Branded,857,,0,100,,
1964581,"100% SECRETS OF THE VALLEY APPLE, CHERRY, BLACKCURRANT & OTHER FRUIT JUICE BLEND, SECRETS OF THE VALLEY",Branded,54,0,13.3,0,0,
1927551,100% SEMOLINA SHELLS,Branded,357,12.5,73.2,0.89,3.6,
2026930,"100% SEMOLINA, MACARONI PRODUCT ALPHABETS",Branded,357,12.5,73.2,0.89,1.8,
2602649,100% SILICAN LEMON JUICE,Branded,0,0,0,0,0,
2624317,100% SIRLOIN BEEF STEAK,Branded,147,20.6,0.98,7.84,0,
2485591,"100% SOCKEYE SALMON BURGERS, 100% SOCKEYE SALMON",Branded,248,15.9,10.6,16.8,0.9,
2376636,"100% SOURSOP JUICE WITH PULP, SOURSOP",Branded,46,0,11.2,0,0,
1962914,100% SOYBEAN IDEAL ALL-PURPOSE VEGETABLE OIL,Branded,857,0,0,100,,
2430317,100% SOYBEAN OIL VEGETABLE OIL,Branded,857,0,0,100,0,
2430328,"100% SOYBEAN OIL, VEGETABLE OIL",Branded,857,0,0,100,0,
2453889,100% SOYBEAN VEGETABLE OIL,Branded,857,0,0,100,0,
2564490,100% SPANISH EXTRA VIRGIN OLIVE OIL,Branded,800,0,0,93.3,,
1045729,"100% SPARKLING CIDER JUICE, CIDER",Branded,,0.42,14.6,0,0,
2314921,"100% SPARKLING FRUIT JUICE, FRUIT PUNCH",Branded,46,0,12.2,0,,
2147146,"100% SPARKLING FRUIT JUICE, FUJI APPLE",Branded,46,0,12.2,0,,
2147145,"100% SPARKLING FRUIT JUICE, STRAWBERRY KIWI",Branded,46,0,12.2,0,,
2175426,"100% SPARKLING FRUIT JUICE, TROPIC ORANGE",Branded,46,0,12.7,0,,
1920126,"100% SPARKLING JUICE, BLUE RASPBERRY",Branded,51,0,11.4,0,0.4,
1664754,100% SPARKLING RED GRAPE JUICE,Branded,68,0.4,16.8,0,0,
2412639,100% SPELT MATZOS,Branded,393,10.7,82.1,0,3.6,
2488355,100% SPICY VEGETABLE JUICE,Branded,21,0.83,4.17,0,0.4,
2248747,"100% SPICY VEGETABLE JUICE FROM CONCENTRATE, SPICY VEGETABLE",Branded,21,0.83,4.17,0,0.4,
1935960,"100% SQUEEZED JUICE, BLUEBERRY, STRAWBERRY, RED GRAPE",Branded,62,0.42,14.9,0.08,0.1,
1919991,"100% SQUEEZED JUICE, POMEGRANATE, BLACKBERRY, RASPBERRY, RED GRAPE",Branded,63,0.42,14.9,0.12,0.3,
1928658,100% SQUEEZED ORANGE JUICE,Branded,46,0.83,10.8,0.42,0.8,
2070772,100% STONE GROUND WHEAT BREAD,Branded,233,9.3,44.2,3.49,7,
2671787,100% STONE GROUND WHOLE GRAIN SCOTTISH OATMEAL,Branded,389,16.7,63.9,6.94,11.1,
2619170,"100% STONE GROUND WHOLE WHEAT BREAD, 100% STONE GROUND WHOLE WHEAT",Branded,246,10.5,40.4,3.51,7,
2671905,100% STONE GROUND WHOLE WHEAT ORGANIC FLOUR,Branded,368,15.8,73.7,0,18.4,
2403665,"100% STRAWBERRY APPLE JUICE, STRAWBERRY APPLE",Branded,50,0.42,10.8,0.42,0.4,
2097734,"100% STRAWBERRY RHUBARB FLAVORED JUICE BLEND FROZEN CONCENTRATE, STRAWBERRY RHUBARB",Branded,217,0,51.7,0,,
2403954,"100% STRAWBERRY WATERMELON FLAVORED APPLE JUICE BLEND FROM CONCENTRATE, STRAWBERRY WATERMELON",Branded,50,0,12.5,0,,
2175738,"100% STRAWBERRY, PASSION FLAVORED STRAWBERRY AND PASSION FRUIT FLAVORED APPLE JUICE BLEND WITH 2 OTHER JUICES FROM CONCENTRATE, STRAWBERRY, PASSION",Branded,50,0,12.1,0,0,
2061521,"100% TAMALES, BLACK BEANS & QUESO CHIHUAHUA",Branded,167,3.47,18.1,9.72,2.1,
1918294,"100% TAMALES, MILD",Branded,125,2.78,16,6.25,2.1,
2398380,"100% TANGERINE JUICE, TANGERINE",Branded,42,0.42,10.4,0.27,0,
2366006,100% TART CHERRY JUICE,Branded,58,0.83,13.8,0,0,
2407852,"100% TART CHERRY JUICE, 100% TART",Branded,42,0.42,10.4,0,0,
2407600,"100% TART CHERRY JUICE, 100% TART",Branded,42,0.42,10.4,0,0,
2407846,"100% TART CHERRY JUICE, 100% TART",Branded,42,0.42,10.4,0,0,
2407862,"100% TART CHERRY JUICE, 100% TART",Branded,42,0.42,10.4,0,0,
2407850,"100% TART CHERRY JUICE, 100% TART",Branded,45,0.56,10.7,0,0,
2601896,"100% TART CHERRY JUICE, TART CHERRY",Branded,50,0.83,12.1,0,0.4,
2286580,100% TART MONTMORENCY CHERRY CONCENTRATE,Branded,367,3.33,83.3,0,0,
2080028,100% TART MONTMORENCY CHERRY CONCENTRATE,Branded,367,3.33,83.3,0,0,
2106261,100% TART MONTMORENCY CHERRY CONCENTRATE,Branded,267,3.33,60,0,0,
1997178,100% THAI LONG GRAIN JASMINE RICE,Branded,340,5.45,72.7,0,0,
2390850,100% THAI LONG GRAIN JASMINE RICE,Branded,340,5.45,72.7,0,0,
2607102,100% THAI LONG GRAIN JASMINE RICE,Branded,340,5.45,72.7,0,0,
2607104,100% THAI LONG GRAIN JASMINE RICE,Branded,340,5.45,72.7,0,0,
1584434,100% TOMATO JUICE,Branded,21,0.83,4.17,0,0.8,
2435005,100% TOMATO JUICE,Branded,19,0.83,4.17,0,0.8,
1124663,100% TOMATO JUICE,Branded,17,0.83,3.75,0,0.4,
2118668,100% TOMATO JUICE,Branded,21,0.42,4.17,0,0.8,
729150,100% TOMATO JUICE,Branded,19,0.42,4.17,0,0.8,
2083345,100% TOMATO JUICE FROM CONCENTRATE,Branded,21,0.83,4.17,0,0.4,
2284623,100% TOMATO JUICE FROM CONCENTRATE WITH ADDED INGREDIENTS,Branded,21,0.83,4.17,0,0.8,
1936965,100% TOMATO JUICE FROM CONCENTRATE WITH ADDED INGREDIENTS,Branded,21,0.83,4.17,0,0.4,
2435004,100% TOMATO JUICE FROM CONCENTRATE WITH ADDED INGREDIENTS,Branded,19,0.83,4.17,0,0.8,
2407690,100% TOMATO JUICE FROM CONCENTRATE WITH ADDED INGREDIENTS,Branded,19,0.83,4.17,0,0.8,
2623445,"100% TOMATO JUICE FROM CONCENTRATE WITH ADDED INGREDIENTS, TOMATO",Branded,19,0.83,4.17,0,0.8,
